id,second_annotator_comment,annotation,aspect_available_without_judgement,text,model,few_shot_condtion,split
f16f6dc7-0510-43e8-993e-d0f28507dfaa,,"('SERVICE', 'NEUTRAL', 'Service')
('PRICE', 'NEGATIVE', 'Preise')
",,"Der Service war okay, aber die Preise waren etwas hoch.",GPT-3,random,5
dea9e2a9-1e3f-4a89-b7c5-0f24bf51ca37,,"('SERVICE', 'NEGATIVE', 'Servicepersonal')
",,Das Servicepersonal war unfreundlich und unprofessionell.,GPT-3,random,5
c7161f90-6e5a-450b-8242-ac31a2418a28,,"('AMBIENCE', 'NEGATIVE', 'Restaurant')
('AMBIENCE', 'NEUTRAL', 'Einrichtung')
",,"Das Restaurant war sehr laut, aber die Einrichtung war in Ordnung.",GPT-3,random,5
e41e737c-ce7c-4d05-83b4-241d90ce3e7f,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,random,5
1b8342a1-15a4-47e9-9fb3-5b3dfad09387,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,"Es war okay, aber nichts Besonderes.",GPT-3,random,5
a8f8a360-985d-4a2a-b601-44ba7f5f8c44,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war leider enttäuschend.,GPT-3,random,5
c949b1a2-bb17-4a5f-a6ad-be7b1772c1d6,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind viel zu hoch für die gebotene Qualität.,GPT-3,random,5
a3a1c50b-cc49-48dc-92b1-fd8cbd553efe,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind definitiv zu hoch für das Gebotene.,GPT-3,random,5
2faa4259-ecba-4409-98a2-0017c2e1cff0,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind viel zu hoch.,GPT-3,random,5
c08bf6f3-7978-456e-b429-7e3cd4e5efaa,,"('FOOD', 'NEUTRAL', 'Essen')
('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,"Das Essen war okay, aber das Restaurant hatte eine unangenehme Atmosphäre.",GPT-3,random,5
129d79e2-5616-4f90-8a41-4be0a0f3353b,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant hat uns enttäuscht.,GPT-3,random,5
d6b95343-28c8-418d-bef4-9048b88f0f1c,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service war durchschnittlich.,GPT-3,random,5
3a36e90b-75b0-446a-8318-0b0a76a73010,,"('FOOD', 'NEGATIVE', 'Gericht')
",,Das Gericht war geschmacklos und nicht gut zubereitet.,GPT-3,random,5
06885156-079a-4058-b592-1ee5ece4a512,,"('PRICE', 'NEGATIVE', 'Essens')
",,Die Preise sind viel zu hoch für die Qualität des Essens.,GPT-3,random,5
b767f6bf-0c43-4fe0-9c2d-4d90954dbc96,,"('FOOD', 'NEUTRAL', 'Essen')
('SERVICE', 'NEUTRAL', 'Service')
",,"Das Essen war in Ordnung, der Service war auch in Ordnung.",GPT-3,random,5
76d20931-9ac5-49fb-80e1-0e5491b0b996,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war ausgezeichnet.,GPT-3,random,5
9d71af90-a95a-4aca-b589-227676d9ebc2,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise waren angemessen.,GPT-3,random,5
f4c83b4f-e4a1-4b2d-89ea-5faef3c38251,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Das Restaurant hat eine angenehme Atmosphäre.,GPT-3,random,5
36b7c955-13fc-447e-9642-5ace7d763c97,,"('SERVICE', 'NEGATIVE', 'Service')
",,Das Service war enttäuschend.,GPT-3,random,5
7174527c-8147-40c5-944f-a792c15684a6,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war köstlich.,GPT-3,random,5
95829caf-4645-4c8b-a139-8561305e5c00,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war sehr aufmerksam und freundlich.,GPT-3,random,5
1f605387-cdfa-4a2d-b2e2-320ab966c70e,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'NEUTRAL', 'Service')
('PRICE', 'POSITIVE', 'Preise')
",,"Das Essen war gut, der Service war in Ordnung und die Preise waren angemessen.",GPT-3,random,5
942161f4-1641-4f47-9ccb-ad9e8da790d3,,"('SERVICE', 'NEGATIVE', 'Service')
",,Der Service war sehr unfreundlich und langsam.,GPT-3,random,5
806dc915-9de9-45ae-a057-f9d653313ed3,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
",,Ein schönes Restaurant mit gutem Essen und freundlichem Service.,GPT-3,random,5
9d33c1e4-2926-4e15-a4c6-470a09720d08,,"('FOOD', 'POSITIVE', 'Essen')
",,Alles in allem war das Essen wirklich gut und hat meinen Geschmack getroffen.,GPT-3,random,5
c6bd0cde-cbdc-4537-a28f-34f0bd9649da,,"('FOOD', 'NEGATIVE', 'Essen')
('SERVICE', 'NEGATIVE', 'Service')
",,Das Essen war ungenießbar und der Service war katastrophal.,GPT-3,random,5
452e1be4-d1a4-4894-a5b3-ae3803f8a817,,"('FOOD', 'NEUTRAL', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
",,"Das Essen war okay, aber der Service war sehr gut.",GPT-3,random,5
5e1edd21-1fd0-4dbf-b66a-36ab243da034,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war sehr unfreundlich und unprofessionell.,GPT-3,random,5
8a49812c-45d6-4409-9633-ae9fbc46e8c9,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war ausgezeichnet.,GPT-3,random,5
25ef82f7-a640-4ba2-ad12-5ef857dc5570,,"('AMBIENCE', 'NEUTRAL', 'Ambiente')
",,Das Ambiente des Restaurants war okay.,GPT-3,random,5
098c616b-04ef-4fd2-913b-6ddeaddd46bf,,"('AMBIENCE', 'NEUTRAL', 'Atmosphäre')
",,Das Restaurant hat eine durchschnittliche Atmosphäre.,GPT-3,random,5
8e79fcc9-4065-4d45-969f-24d6ea422592,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Das Ambiente war enttäuschend.,GPT-3,random,5
6d010a5d-56af-4db6-bf2c-eab10c57d3a6,,"('PRICE', 'POSITIVE', 'Preis')
",,Der Preis war angemessen.,GPT-3,random,5
eb6ab284-5a33-4011-bae1-916fa7244f34,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und zuvorkommend.,GPT-3,random,5
4bb18011-f6e0-4b54-a2bf-c8650884ef5d,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
",,Ein wirklich tolles Restaurant mit super Essen und freundlichem Service.,GPT-3,random,5
00a6b943-c15c-4f96-8a71-fdabb7226175,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war köstlich.,GPT-3,random,5
fdc79e8f-f817-4b74-9b08-f30df5549b9c,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Das Restaurant hat uns positiv überrascht.,GPT-3,random,5
c01d5d98-450a-45a9-a89d-eec879fb7ddb,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war köstlich.,GPT-3,random,5
50acbb28-941b-47df-84d6-7d7ecce03755,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war köstlich.,GPT-3,random,5
0fbc125e-8521-4568-8a5d-cc904b9d8ac0,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war ausgezeichnet.,GPT-3,random,5
9f1b3082-6ab7-4b1d-a0ee-1b9639ac8a4a,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Das Restaurant hat eine angenehme Atmosphäre.,GPT-3,random,5
406afe12-48cd-4a7d-80c3-0c3bf871c4bc,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preise')
",,"Das Essen war gut, aber die Preise waren zu hoch.",GPT-3,random,5
034a79dd-3acd-41a3-8d5c-4c8a6a28511c,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war leider nicht gut.,GPT-3,random,5
e364618f-0e60-40df-803d-e0dc39bf6e5c,,"('AMBIENCE', 'NEUTRAL', 'Atmosphäre')
('GENERAL-IMPRESSION', 'NEUTRAL', 'Restaurant')
",,Das Restaurant hat eine durchschnittliche Atmosphäre und einen neutralen Gesamteindruck.,GPT-3,random,5
aed5f573-2898-4105-91ac-2f2cd524008f,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind viel zu hoch und nicht gerechtfertigt.,GPT-3,random,5
90c909ff-35cf-4f3e-bcd2-6c12394f7858,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('AMBIENCE', 'NEUTRAL', 'Atmosphäre')
('FOOD', 'NEUTRAL', 'Essen')
",,"Das Restaurant hat eine durchschnittliche Atmosphäre, das Essen ist okay, aber insgesamt war der Eindruck negativ.",GPT-3,random,5
6b17d167-70e5-4496-a8aa-5891a704dd58,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise waren viel zu hoch für das Gebotene.,GPT-3,random,5
a81c1c63-46d4-4aa3-a5e3-2b5d8aecaee1,,"('AMBIENCE', 'NEUTRAL', 'Ambiente')
",,Das Ambiente ist weder besonders positiv noch negativ.,GPT-3,random,5
250043cd-0b63-400d-9836-714bb423a263,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,random,5
61ef8b19-de51-4075-a0f7-cb31776076b1,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,random,5
c8b7cee0-e2c3-441c-9916-6b4834baeb89,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war in Ordnung, aber nicht besonders beeindruckend.",GPT-3,random,5
70154ba5-981f-4aea-8309-729d26be12c8,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Ein sehr schönes Restaurant mit einer tollen Atmosphäre.,GPT-3,random,5
1671c7bd-cbc5-4cbd-bd3d-6b63ff8cfcef,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war leider nicht besonders gut.,GPT-3,random,5
09e37d01-36eb-4fc3-8be7-030910df8de8,,"('AMBIENCE', 'NEUTRAL', 'Einrichtung')
",,Die Einrichtung des Restaurants ist durchschnittlich.,GPT-3,random,5
f9b2990b-eef0-4952-8ba3-27e067450905,,"('AMBIENCE', 'NEUTRAL', 'Atmosphäre')
",,Das Restaurant hat eine durchschnittliche Atmosphäre.,GPT-3,random,5
fca6d34d-740c-44ee-bd94-cf83685f9c97,,"('PRICE', 'NEUTRAL', 'Preis')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Der Preis war in Ordnung, aber insgesamt war ich von dem Restaurant enttäuscht, obwohl das Ambiente sehr schön war.",GPT-3,random,5
1d0228c0-ee07-420f-b382-fe31637741dd,,"('SERVICE', 'NEGATIVE', 'Service')
('FOOD', 'NEUTRAL', 'Essen')
",,Der Service war schlecht und das Essen war in Ordnung.,GPT-3,random,5
c495a46e-4294-448a-ae85-695eba5e71e5,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise waren angemessen.,GPT-3,random,5
9092a6c5-828c-48f0-b104-84d0dd7d4f2f,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('FOOD', 'NEGATIVE', 'Essen')
",,"Das Restaurant hat eine angenehme Atmosphäre, aber das Essen war enttäuschend.",GPT-3,random,5
14d7683a-51a1-4771-9303-6891efbe8a0c,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war okay, aber nichts Besonderes.",GPT-3,fixed,5
b219b064-0fcb-4690-bab2-2856fee90abf,,"('PRICE', 'NEGATIVE', 'Essen')
('FOOD', 'POSITIVE', 'Essen')
",,"Das Essen war zwar etwas teurer, aber die Qualität hat sich gelohnt.",GPT-3,fixed,5
442191b7-2d45-47b4-897c-5ee89d1e3626,,"('FOOD', 'NEUTRAL', 'Speisen')
",,"Die Speisen waren okay, aber nicht besonders beeindruckend.",GPT-3,fixed,5
8c3aa26a-b7b4-492c-98c1-4412e4a3ce43,,"('AMBIENCE', 'NEUTRAL', 'Atmosphäre')
",,Die Atmosphäre war weder besonders gut noch schlecht.,GPT-3,fixed,5
f4f84e43-351a-4312-b90e-c68cfd211b24,,"('AMBIENCE', 'NEUTRAL', 'Atmosphäre')
",,Das Restaurant hat eine durchschnittliche Atmosphäre.,GPT-3,fixed,5
7a896d85-e262-46d2-81ca-f3701f17c34e,,"('AMBIENCE', 'NEGATIVE', 'Musik')
('SERVICE', 'NEUTRAL', 'Service')
",,Die Musik war zu laut und der Service war in Ordnung.,GPT-3,fixed,5
3bcbae07-c0cf-46e7-acb2-8375330b8302,,"('SERVICE', 'NEGATIVE', 'Service')
('FOOD', 'POSITIVE', 'Essen')
",,"Der Service war enttäuschend, aber das Essen war ausgezeichnet.",GPT-3,fixed,5
ff2d6105-ed30-44c8-bc0d-cc71aabba69d,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und aufmerksam.,GPT-3,fixed,5
d507ec65-d6a1-4264-b781-481af00dfce2,,"('AMBIENCE', 'NEGATIVE', 'Musik')
",,Die Musik war viel zu laut und hat die Atmosphäre negativ beeinflusst.,GPT-3,fixed,5
3c852772-6c53-49b8-ad59-9d303bfc6e19,,"('FOOD', 'NEGATIVE', 'Pasta')
",,Die Pasta war leider zu salzig.,GPT-3,fixed,5
c9f5044e-73a5-4f43-9070-318efd0f1fea,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war sehr unfreundlich und unprofessionell.,GPT-3,fixed,5
fab55867-ac17-4aa8-8f00-357b1d1dc1d8,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war sehr unfreundlich und unprofessionell.,GPT-3,fixed,5
19175e14-1ec1-4009-b12e-b66e38cd4ffe,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant hat uns enttäuscht.,GPT-3,fixed,5
9d337853-fc99-4ef7-a641-cb11247300b9,,"('AMBIENCE', 'POSITIVE', 'Einrichtung')
",,Die Einrichtung ist modern und gemütlich.,GPT-3,fixed,5
f7dd0414-0e7d-4d5b-b652-e430e3bca924,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service war in Ordnung.,GPT-3,fixed,5
84182a41-b9ae-4d42-b50e-3705a13b52ef,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war in Ordnung, aber insgesamt war ich nicht beeindruckt.",GPT-3,fixed,5
92369f39-6394-4a8c-bc52-da1223b2f645,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('SERVICE', 'POSITIVE', 'Service')
",,Das Restaurant bietet eine tolle Auswahl an Gerichten und der Service ist sehr freundlich.,GPT-3,fixed,5
d4226825-1443-4cd4-aaee-eade2ef8a50d,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,fixed,5
f542a1e2-2c45-40e7-8bbf-fa05e981ab75,,"('AMBIENCE', 'NEUTRAL', 'Einrichtung')
",,Die Einrichtung des Restaurants ist schlicht und unauffällig.,GPT-3,fixed,5
25e9b627-24d2-4111-a0f9-7fccfa2064c9,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
('FOOD', 'NEGATIVE', 'Essen')
('SERVICE', 'NEUTRAL', 'Service')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Das Essen war enttäuschend, der Service war in Ordnung, das Restaurant hatte eine angenehme Atmosphäre und insgesamt war der Besuch eher durchschnittlich.",GPT-3,fixed,5
3d2a1104-fce8-4187-8bf1-58e997388796,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
('PRICE', 'NEGATIVE', 'Preise')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Die Preise waren zu hoch und insgesamt war der Eindruck eher neutral, auch das Ambiente war nicht besonders.",GPT-3,fixed,5
b5c8e647-cf1e-479e-84bd-be6f21dd1c8b,,"('FOOD', 'POSITIVE', 'Essen')
('FOOD', 'NEUTRAL', 'Getränke')
('FOOD', 'NEGATIVE', 'Dessert')
",,"Das Essen war lecker, die Getränke waren in Ordnung, aber der Dessert war enttäuschend.",GPT-3,fixed,5
a41d9280-ff03-464d-bde8-33c007c48ec0,,"('PRICE', 'POSITIVE', 'Preise')
('SERVICE', 'NEGATIVE', 'Service')
('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Die Preise waren angemessen, der Service ließ jedoch zu wünschen übrig, das Essen war jedoch sehr gut, aber das Ambiente war nicht besonders schön.",GPT-3,fixed,5
ca49d4d7-e94a-4c4e-91d2-dca3ca965e85,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'NEUTRAL', 'Service')
('PRICE', 'POSITIVE', 'Preise')
",,"Das Essen war hervorragend, der Service war in Ordnung und die Preise waren angemessen.",GPT-3,fixed,5
e8675423-62ad-42c4-ba0b-fab27f270c26,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war leider ungenießbar.,GPT-3,fixed,5
1c6a1eaa-149c-4601-bb4b-bfe3a0df6d22,,"('FOOD', 'POSITIVE', 'Pizza')
('FOOD', 'NEUTRAL', 'Pasta-Gericht')
('PRICE', 'POSITIVE', 'Preis-Leistungs-Verhältnis')
",,"Die Pizza war sehr lecker, das Pasta-Gericht war in Ordnung und das Preis-Leistungs-Verhältnis stimmte.",GPT-3,fixed,5
1bbd7b7a-3302-4ce3-9baf-82d768d65b88,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,fixed,5
258fa150-6f90-4d64-b02b-0e447ff50e27,,"('AMBIENCE', 'NEGATIVE', 'Einrichtung')
",,Die Einrichtung war etwas veraltet und wirkte nicht sehr gemütlich.,GPT-3,fixed,5
acb2f891-81ca-4246-9c27-5641cc75fae6,,"('SERVICE', 'POSITIVE', 'Service')
('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Der Service war sehr aufmerksam, das Essen hat ausgezeichnet geschmeckt und das Ambiente war angenehm.",GPT-3,fixed,5
ec304d1a-6e1a-4510-affa-871c706b9e0b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('FOOD', 'NEGATIVE', 'Essen')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurants')
('SERVICE', 'NEUTRAL', 'Service')
",,"Das Essen war enttäuschend, das Gesamtbild des Restaurants war nicht gut, der Service war in Ordnung, aber insgesamt war es trotzdem eine positive Erfahrung.",GPT-3,fixed,5
cdc0efd1-f2ec-416d-8277-43b733ba79a8,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant hat uns enttäuscht.,GPT-3,fixed,5
481a2967-c60b-4865-99bb-a7c71a2669d0,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Das Restaurant hat eine tolle Atmosphäre und wir kommen gerne wieder.,GPT-3,fixed,5
e9359a8d-0611-4d1c-b93b-373af7c41f47,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Wir waren von unserem Besuch im Restaurant sehr enttäuscht.,GPT-3,fixed,5
7eac1ff6-6987-4412-8707-67342a2e8c65,,"('AMBIENCE', 'NEGATIVE', 'Musik')
('AMBIENCE', 'NEGATIVE', 'Restaurant')
",,Die Musik war viel zu laut und das Restaurant wirkte sehr ungemütlich.,GPT-3,fixed,5
7e48c2d6-59f3-48ad-95fb-39ff0b94f852,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('SERVICE', 'POSITIVE', 'Service')
",,"Das Restaurant hat eine außergewöhnlich schöne und zur richtigen Zeit auch ruhige Atmosphäre, und der Service ist freundlich und schnell.",GPT-3,fixed,5
8c5e6678-5ea8-497f-b553-e0f8eca4de3c,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('AMBIENCE', 'NEGATIVE', 'Beleuchtung')
",,"Das Restaurant hat eine insgesamt positive Atmosphäre, jedoch könnte die Beleuchtung etwas schöner sein.",GPT-3,fixed,5
fd2ca360-ecd1-4b8d-a1b1-cf5e58c8921d,,"('SERVICE', 'NEUTRAL', 'Service')
('PRICE', 'NEGATIVE', 'Preise')
('FOOD', 'POSITIVE', 'Essen')
",,"Der Service war in Ordnung, aber die Preise waren zu hoch, obwohl das Essen gut war.",GPT-3,fixed,5
e6e21525-99ed-41c1-a2d9-81ef8ceceb3e,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen waren köstlich und haben uns sehr gut geschmeckt.,GPT-3,fixed,5
6ff330a9-96be-4d9c-aa91-de08b6685415,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
('AMBIENCE', 'NEGATIVE', 'Musik')
",,"Die Musik war zu laut, und insgesamt war der Eindruck eher neutral.",GPT-3,fixed,5
908e76e4-325a-4888-b33c-fdb29c192824,,"('SERVICE', 'POSITIVE', 'Service')
('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
('AMBIENCE', 'POSITIVE', 'Beleuchtung')
",,"Der Service war sehr freundlich und zuvorkommend, insgesamt hatten wir einen positiven Eindruck von dem Restaurant, obwohl die Atmosphäre etwas ungemütlich war, aber die Beleuchtung hat uns gut gefallen.",GPT-3,fixed,5
b5a53df1-6a99-4f26-8049-a892127e3ea7,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('FOOD', 'POSITIVE', 'Essen')
",,Das Restaurant hat eine tolle Atmosphäre und das Essen war köstlich.,GPT-3,fixed,5
205f161e-e824-4fd6-8aa4-88193a350a0f,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'Restaurant')
",,"Das Restaurant war okay, aber nichts Besonderes.",GPT-3,fixed,5
fda4be45-def2-4af7-878b-3f66c809f557,,"('PRICE', 'POSITIVE', 'Preise')
('FOOD', 'NEUTRAL', 'Essen')
('SERVICE', 'NEGATIVE', 'Service')
",,"Die Preise sind angemessen, das Essen ist okay, aber der Service lässt zu wünschen übrig.",GPT-3,fixed,5
981738a0-6b62-4801-a9c5-72859c43fd15,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,fixed,5
81cdaa92-d669-4af0-9391-7a32e61f052e,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war leider nicht gut.,GPT-3,fixed,5
5fcace1e-5200-4961-865f-ef4eff46817d,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war unfreundlich und überfordert.,GPT-3,fixed,5
220ce7d3-9778-43f7-8c16-0acc1b42dd3a,,"('AMBIENCE', 'NEGATIVE', 'Restaurant')
",,Das Restaurant war sehr laut und ungemütlich.,GPT-3,fixed,5
140a7acb-fe88-4844-817c-d4e1c0f8d1d2,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind viel zu hoch für die gebotene Qualität.,GPT-3,fixed,5
2515f049-cf0b-45bd-bb43-168b9b3f7e3f,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,"Es war ein durchschnittlicher Besuch, nichts Besonderes.",GPT-3,fixed,5
5ca64bef-d630-4d00-ac66-0a251c2f692a,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und zuvorkommend.,GPT-3,fixed,5
bc9003a5-1d87-462b-8ae7-0d6a187582fe,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preise')
",,"Das Essen war zwar gut, aber die Preise waren etwas hoch.",GPT-3,fixed,5
a131fe7b-1001-4dea-925c-905be19b24a5,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant hat uns insgesamt enttäuscht.,GPT-3,fixed,5
16471d6f-6376-4546-804b-b5badc457364,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service war in Ordnung.,GPT-3,fixed,5
017d5b2e-b94e-494a-a4cc-aeeb7bc23dc5,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war wirklich köstlich.,GPT-3,fixed,5
fc1ba1ab-798f-4bbf-ad38-a028b3257617,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung war sehr unfreundlich und langsam.,GPT-3,fixed,5
b8cbf3a6-536a-4395-982a-7563249fa3bb,,"('FOOD', 'NEGATIVE', 'Essen')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Essen war leider nicht besonders gut und insgesamt waren wir von dem Restaurant enttäuscht.,GPT-3,fixed,5
add104f2-fc6d-43b1-a9c7-c0922f4341b7,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind angemessen.,GPT-3,fixed,5
1ea372ff-47c5-4036-a0b4-7c57bf3f3426,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und zuvorkommend.,GPT-3,fixed,5
6d90b275-f4fa-4b97-acf0-e615efabed92,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und aufmerksam.,GPT-3,fixed,5
de865bae-0c45-4fda-b869-bb5eb601cedd,,"('SERVICE', 'NEUTRAL', 'Service')
",,"Der Service war durchschnittlich, weder besonders gut noch schlecht.",GPT-3,fixed,5
1e86667a-0e7e-4aa0-b0ef-cc9fbbfde414,,"('AMBIENCE', 'NEGATIVE', 'Lautstärke')
('PRICE', 'NEGATIVE', 'Preise')
",,Die Lautstärke im Restaurant war unangenehm hoch und die Preise waren übertrieben hoch.,GPT-3,fixed,5
e0a77f11-1bb6-4e21-8f2b-e72b540789f8,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind meiner Meinung nach zu hoch.,GPT-3,fixed,5
ae320eff-6a73-4e32-a6eb-9eb00f328139,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise waren angemessen für die gebotene Qualität.,GPT-3,fixed,5
f083dab7-da7d-4854-bd7b-0a86c17352ad,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Leider war unser Besuch im Restaurant enttäuschend.,GPT-3,fixed,5
c09aef50-6220-49e6-bf9d-de7d624db477,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise waren angemessen.,GPT-3,fixed,5
a17ea820-4274-4688-8397-cca44ee3e74b,,"('PRICE', 'NEGATIVE', 'Essens')
",,Die Preise sind viel zu hoch für die Qualität des Essens.,GPT-3,fixed,5
c0e05876-9bc1-4546-8752-e30fc7f45654,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant hat uns insgesamt enttäuscht.,GPT-3,fixed,5
d862053c-5dbf-4aff-b829-d4686a5167df,,"('PRICE', 'POSITIVE', 'Preise')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,"Die Preise waren angemessen, aber insgesamt waren wir von dem Restaurant enttäuscht.",GPT-3,fixed,5
a6100f2e-bbf2-458f-b3e7-19dd03c58c1e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('PRICE', 'POSITIVE', 'Preise')
",,Das Restaurant ist wirklich toll und die Preise sind angemessen.,GPT-3,fixed,5
32c7e893-8f34-4cf7-98da-59d8d4955538,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('FOOD', 'POSITIVE', 'Essen')
",,Das Restaurant hat eine tolle Atmosphäre und das Essen war sehr lecker.,GPT-3,fixed,5
