"Unnamed: 0","agreement","annotation_id","annotator","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
445,100.0,29500715,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:58:04.253289Z","random","093adc02-8467-489a-a4f9-98944d28e886","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",2.548,"GPT-3",3,"Der Service war sehr aufmerksam und freundlich.","2024-01-19T11:58:04.253309Z"
446,100.0,29554252,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:03:28.331698Z","random","e32dad04-4117-4b03-a75d-bc47e60bab2c","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":42,""text"":""Service"",""start"":35,""labels"":[""SERVICE-NEGATIVE""]}]","",10.782,"GPT-3",3,"Das Essen war in Ordnung, aber der Service ließ zu wünschen übrig.","2024-01-20T09:03:28.331716Z"
447,100.0,29501454,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:12:26.669717Z","random","82f8eddd-e4c6-49db-ba0d-539771089439","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",3.026,"GPT-3",3,"Das Essen ist seinen Preis wert.","2024-01-19T12:12:26.669738Z"
448,100.0,29554254,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:03:35.334685Z","random","c43cce64-5236-492b-afe9-6906a8e530cf","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",6.05,"GPT-3",3,"Die Preise waren viel zu hoch.","2024-01-20T09:03:35.334700Z"
449,100.0,29499429,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:48.348488Z","random","21ae059a-7435-43ad-b86e-092bc6d53c23","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.535,"GPT-3",3,"Die Preise sind angemessen.","2024-01-19T11:39:48.348504Z"
450,100.0,29554259,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:03:41.774141Z","random","a1f0924a-fb19-4cf1-a53e-3e80f7e2b0ef","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",5.553,"GPT-3",3,"Das Restaurant hat einen sehr guten Eindruck bei uns hinterlassen.","2024-01-20T09:03:41.774157Z"
451,100.0,29554265,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:03:56.416063Z","random","964e6903-6ab9-4f25-8d27-387b2f0f9e59","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":41,""text"":""Preise"",""start"":35,""labels"":[""PRICE-NEGATIVE""]}]","",13.835,"GPT-3",3,"Das Essen war in Ordnung, aber die Preise waren zu hoch.","2024-01-20T09:03:56.416086Z"
452,100.0,29501298,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:09:16.172513Z","random","ff51e31b-b5a0-4846-88ac-376748b3a857","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",3.765,"GPT-3",3,"Die Atmosphäre war sehr laut und ungemütlich.","2024-01-19T12:09:16.172529Z"
453,100.0,29554267,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:04:03.883582Z","random","b3621689-a3f9-4651-b534-a062f49c8968","","[{""end"":26,""text"":""eine enttäuschende"",""start"":8,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",6.63,"GPT-3",3,"Das war eine enttäuschende Erfahrung.","2024-01-20T09:04:03.883596Z"
454,100.0,29554277,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:04:28.673623Z","random","a6381255-7b5a-4c92-afb5-194310812c21","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":37,""text"":""Preise"",""start"":31,""labels"":[""PRICE-POSITIVE""]},{""end"":61,""text"":""Essen"",""start"":56,""labels"":[""FOOD-POSITIVE""]}]","",23.99,"GPT-3",3,"Das Ambiente ist angenehm, die Preise sind fair und das Essen ist köstlich.","2024-01-20T09:04:28.673650Z"
455,100.0,29554281,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:04:37.320158Z","random","58c83e41-970d-48c2-b910-e8319f3f5730","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","[{""end"":58,""text"":""nicht besonders"",""start"":43,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",7.608,"GPT-3",3,"Das Essen war okay, aber insgesamt war ich nicht besonders beeindruckt.","2024-01-20T09:04:37.320183Z"
456,100.0,29500719,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:58:06.582857Z","random","5c0bb1e4-c47d-4e08-b40b-ac653315979e","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",1.54,"GPT-3",3,"Der Service war sehr aufmerksam und freundlich.","2024-01-19T11:58:06.582875Z"
457,100.0,29499433,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:53.352461Z","random","757ddc3d-5dd5-4bc3-837a-8c71879ad56c","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",4.222,"GPT-3",3,"Die Preise sind angemessen.","2024-01-19T11:39:53.352475Z"
458,100.0,29554436,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:12:26.478094Z","random","d4e67abc-5cb8-457d-a975-c6f9b7e00e9f","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":41,""text"":""Preise"",""start"":35,""labels"":[""PRICE-POSITIVE""]},{""end"":77,""text"":""Ambiente"",""start"":69,""labels"":[""AMBIENCE-NEGATIVE""]}]","",468.096,"GPT-3",3,"Die Speisen waren köstlich und die Preise angemessen, jedoch war das Ambiente etwas enttäuschend.","2024-01-20T09:12:26.478113Z"
459,100.0,29552811,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:50:48.258526Z","random","2350d0d8-99f9-46a3-9b3d-bbd2d7a20d52","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",4.162,"GPT-3",3,"Die Preise sind fair und angemessen.","2024-01-20T07:50:48.258546Z"
460,100.0,29554448,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:13:14.887636Z","random","3addd6c6-4f71-4b12-981c-7da553e3d0a4","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",47.572,"GPT-3",3,"Das Restaurant war okay, aber nichts Besonderes.","2024-01-20T09:13:14.887656Z"
461,100.0,29554453,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:13:24.107558Z","random","8c243192-e4d5-4fe6-9264-76cf0dd09c31","[{""end"":49,""text"":""Service"",""start"":42,""labels"":[""SERVICE-NEGATIVE""]}]","[{""end"":18,""text"":""Gesamteindruck"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",8.143,"GPT-3",3,"Der Gesamteindruck war sehr gut, aber der Service ließ zu wünschen übrig.","2024-01-20T09:13:24.107577Z"
462,100.0,29499444,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:40:06.408629Z","random","0917ee9b-7daf-4531-bb76-f64f0a084dcd","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",12.162,"GPT-3",3,"Die Preise sind angemessen.","2024-01-19T11:40:06.408646Z"
463,100.0,29500665,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:57:19.858149Z","random","4c9baef6-0264-44cc-afab-d698a11b9144","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.969,"GPT-3",3,"Die Preise waren angemessen.","2024-01-19T11:57:19.858166Z"
464,100.0,29554456,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:13:32.706585Z","random","d06c0a1d-d090-4a3b-a503-007e3112e862","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",7.717,"GPT-3",3,"Das Ambiente war okay, aber nichts Besonderes.","2024-01-20T09:13:32.706600Z"
465,100.0,29554483,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:15:40.827066Z","random","e6136fbc-8854-49a2-adcf-00f5c4b95bfd","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",127.182,"GPT-3",3,"Das Ambiente war sehr angenehm.","2024-01-20T09:15:40.827083Z"
466,100.0,29501040,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:03:55.042848Z","random","de8257be-db6f-45f7-ad42-72dc65969ed6","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",2.453,"GPT-3",3,"Das Restaurant war sehr laut und ungemütlich.","2024-01-19T12:03:55.042865Z"
467,100.0,29554488,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:15:52.750392Z","random","8c367df4-b50c-43ac-a275-703f54ce0a82","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",11.111,"GPT-3",3,"Die Preise sind angemessen für das, was man bekommt.","2024-01-20T09:15:52.750410Z"
468,100.0,29499654,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:43:03.450294Z","random","332bec8c-7563-40a8-95f7-b4dd109dc633","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":66,""text"":""Essen"",""start"":61,""labels"":[""FOOD-POSITIVE""]},{""end"":90,""text"":""Service"",""start"":83,""labels"":[""SERVICE-NEUTRAL""]}]","",14.711,"GPT-3",3,"Das Preis-Leistungs-Verhältnis stimmt leider nicht, aber das Essen war gut und der Service war in Ordnung.","2024-01-19T11:43:03.450314Z"
469,100.0,29499886,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:46:40.313002Z","random","b23305b8-8fc9-4d24-8b2c-8ccfe021603b","","[{""end"":11,""text"":""okay"",""start"":7,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",2.342,"GPT-3",3,"Es war okay.","2024-01-19T11:46:40.313026Z"
470,100.0,29554516,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:17:16.965907Z","random","67ecadda-44e6-4b25-9993-d6917ec725b6","[{""end"":30,""text"":""LOC"",""start"":27,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",83.237,"GPT-3",3,"Leider war unser Besuch im LOC enttäuschend.","2024-01-20T09:17:16.965923Z"
471,100.0,29501499,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:13:20.355321Z","random","ca728baf-0768-4ace-929d-fc5f30f275e1","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",2.296,"GPT-3",3,"Das Restaurant hat ein durchschnittliches Ambiente.","2024-01-19T12:13:20.355342Z"
472,100.0,29554519,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:17:23.195241Z","random","4ed69847-d972-492b-8d96-365388337c03","[{""end"":34,""text"":""Restaurants"",""start"":23,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",5.479,"GPT-3",3,"Der Gesamteindruck des Restaurants war durchschnittlich.","2024-01-20T09:17:23.195257Z"
473,100.0,29501083,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:04:50.566823Z","random","3102c65a-1e10-4e16-b84d-690673da9f2a","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":39,""text"":""Preise"",""start"":33,""labels"":[""PRICE-NEGATIVE""]}]","",7.281,"GPT-3",3,"Das Essen war zwar gut, aber die Preise waren etwas hoch.","2024-01-19T12:04:50.566842Z"
474,100.0,29554524,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:17:35.214924Z","random","91fc4412-5a90-4a99-8dd8-dd3c79cda536","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":44,""text"":""Service"",""start"":37,""labels"":[""SERVICE-POSITIVE""]},{""end"":69,""text"":""Personal"",""start"":61,""labels"":[""SERVICE-POSITIVE""]}]","",11.239,"GPT-3",3,"Die Preise sind recht hoch, aber der Service ist gut und das Personal ist freundlich.","2024-01-20T09:17:35.214946Z"
475,100.0,29500502,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:55:03.150642Z","random","9e6e9c78-e58f-487c-b105-d43d307b6628","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",5.991,"GPT-3",3,"Das Restaurant hat uns enttäuscht.","2024-01-19T11:55:03.150662Z"
476,100.0,29501048,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:04:00.722553Z","random","a669a34e-92e7-4251-b2ae-64693d52c723","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",3.297,"GPT-3",3,"Das Restaurant war sehr laut und ungemütlich.","2024-01-19T12:04:00.722576Z"
477,100.0,29499452,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:40:10.208176Z","random","0c10a1da-d66d-44b4-bf44-2a1bd59c164b","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.474,"GPT-3",3,"Die Preise sind angemessen.","2024-01-19T11:40:10.208193Z"
478,100.0,29554530,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:17:51.168479Z","random","9f505312-f868-4778-8c95-2d8a0e44a19b","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",15.163,"GPT-3",3,"Der Service war in Ordnung, aber nicht besonders freundlich.","2024-01-20T09:17:51.168497Z"
479,100.0,29501147,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:06:05.155912Z","random","0de9b5bb-bdbd-4ef0-b49f-380287576f0e","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",1.499,"GPT-3",3,"Das Restaurant hat eine angenehme Atmosphäre.","2024-01-19T12:06:05.155934Z"
480,100.0,29500511,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:55:08.687438Z","random","0b143489-29dc-4d89-a364-8979cb038509","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",4.664,"GPT-3",4,"Das Restaurant hat uns enttäuscht.","2024-01-19T11:55:08.687454Z"
481,100.0,29554533,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:18:03.170085Z","random","9cd52a6a-a34d-42f0-baa2-dce250b58f32","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","[{""end"":68,""text"":""ich einen positiven"",""start"":49,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",11.156,"GPT-3",4,"Der Service war in Ordnung, aber insgesamt hatte ich einen positiven Eindruck.","2024-01-20T09:18:03.170100Z"
482,100.0,29501151,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:06:08.379207Z","random","989090d0-2a56-4847-9bb4-1a62c7792aa4","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",1.896,"GPT-3",4,"Das Restaurant hat eine angenehme Atmosphäre.","2024-01-19T12:06:08.379228Z"
483,100.0,29553145,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:04:42.251659Z","random","96590b14-a362-4d29-ba7f-2f8398ce8060","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":47,""text"":""Service"",""start"":40,""labels"":[""SERVICE-NEGATIVE""]}]","",6.955,"GPT-3",4,"Das Essen war wirklich lecker, aber der Service war enttäuschend.","2024-01-20T08:04:42.251678Z"
484,100.0,29554541,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:18:23.785009Z","random","27a08192-c4be-46d3-bacf-8a5b458ec2e2","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":49,""text"":""Essen"",""start"":44,""labels"":[""FOOD-POSITIVE""]},{""end"":125,""text"":""Restaurant"",""start"":115,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",19.806,"GPT-3",4,"Das Preis-Leistungs-Verhältnis war gut, das Essen hat uns geschmeckt, aber insgesamt waren wir enttäuscht über das Restaurant.","2024-01-20T09:18:23.785025Z"
485,100.0,29554545,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:18:31.034959Z","random","33f483ee-1523-42e8-90a4-08ec23381c38","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",6.107,"GPT-3",4,"Die Atmosphäre war sehr enttäuschend.","2024-01-20T09:18:31.034977Z"
486,100.0,29554567,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:20:04.111295Z","random","403d039e-02a8-4771-b4d1-b2399ce152cf","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":28,""text"":""Service"",""start"":21,""labels"":[""SERVICE-NEUTRAL""]}]","",92.272,"GPT-3",4,"Das Ambiente und der Service waren durchschnittlich.","2024-01-20T09:20:04.111310Z"
487,100.0,29554572,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:20:12.042136Z","random","e26cd77d-ef42-4578-aa5d-c3b38de5b703","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",7.011,"GPT-3",4,"Der Service war okay, weder besonders gut noch schlecht.","2024-01-20T09:20:12.042152Z"
488,100.0,29554576,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:20:26.108253Z","random","7c9931c3-b0fa-4672-82f9-af2298a83268","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]},{""end"":74,""text"":""Ambiente"",""start"":66,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":123,""text"":""Service"",""start"":116,""labels"":[""SERVICE-POSITIVE""]}]","",13.271,"GPT-3",4,"Das Restaurant hinterlässt einen durchschnittlichen Eindruck, das Ambiente ist ebenfalls durchschnittlich, aber der Service ist positiv.","2024-01-20T09:20:26.108269Z"
489,100.0,29554579,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:20:36.524839Z","random","aa1a089f-bfb1-4997-ac57-a9c4566af7cc","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","[{""end"":56,""text"":""Eindruck eher"",""start"":43,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",9.621,"GPT-3",4,"Das Essen war okay, aber insgesamt war der Eindruck eher durchschnittlich.","2024-01-20T09:20:36.524855Z"
490,100.0,29554581,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:20:42.541204Z","random","eafa6dc4-671d-4a3a-b9f6-1f2cafd0c911","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",5.149,"GPT-3",4,"Die Atmosphäre im Restaurant ist sehr angenehm.","2024-01-20T09:20:42.541226Z"
491,100.0,29553152,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:04:51.239216Z","random","e1c676f2-0acd-4565-83b6-f77ff0b7df5b","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","[{""end"":68,""text"":""war der Aufenthalt sehr"",""start"":45,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",7.847,"GPT-3",4,"Der Service war enttäuschend, aber insgesamt war der Aufenthalt sehr angenehm.","2024-01-20T08:04:51.239232Z"
492,100.0,29554584,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:20:49.539988Z","random","a5904939-ec0c-4cab-804b-9210e0ae3bff","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",6.124,"GPT-3",4,"Die Preise sind durchschnittlich.","2024-01-20T09:20:49.540005Z"
493,100.0,29501090,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:04:57.982242Z","random","500960c5-1637-42b5-a6da-0907b897e66d","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":39,""text"":""Preise"",""start"":33,""labels"":[""PRICE-NEGATIVE""]}]","",6.551,"GPT-3",4,"Das Essen war zwar gut, aber die Preise waren etwas hoch.","2024-01-19T12:04:57.982263Z"
494,100.0,29554589,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:21:03.229603Z","random","d2a6a3e7-2691-4448-ab8f-7fce0368bb5d","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",12.809,"GPT-3",4,"Das Essen war nicht besonders gut.","2024-01-20T09:21:03.229622Z"
495,100.0,29500245,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:51:22.251145Z","random","2bc76796-640f-4da9-98c7-3ac791ad9981","","[{""end"":17,""text"":""aber"",""start"":13,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",1.915,"GPT-3",4,"Es war okay, aber nichts Besonderes.","2024-01-19T11:51:22.251166Z"
496,100.0,29554599,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:21:45.441669Z","random","4b8a6bbe-f80a-4755-8ad6-265e06539933","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",41.234,"GPT-3",4,"Das Essen ist zwar etwas teurer, aber die Qualität und der Geschmack rechtfertigen den Preis.","2024-01-20T09:21:45.441692Z"
497,100.0,29499657,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:43:08.833931Z","random","6d15eacf-595e-4260-b28e-3b6ebf38f032","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",4.546,"GPT-3",4,"Der Service war in Ordnung.","2024-01-19T11:43:08.833960Z"
498,100.0,29554616,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:22:40.449210Z","random","83cf7e76-2fdf-4209-9a1d-5c56a0cb601f","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":41,""text"":""Essen"",""start"":36,""labels"":[""FOOD-NEGATIVE""]},{""end"":74,""text"":""Restaurant"",""start"":64,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]},{""end"":111,""text"":""Preis"",""start"":106,""labels"":[""PRICE-NEUTRAL""]},{""end"":128,""text"":""Ambiente"",""start"":120,""labels"":[""AMBIENCE-NEUTRAL""]}]","",54.035,"GPT-3",4,"Die Speisen waren enttäuschend, das Essen war nicht gut und das Restaurant war durchschnittlich, aber der Preis und das Ambiente waren in Ordnung.","2024-01-20T09:22:40.449228Z"
499,100.0,29500045,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:48:48.154842Z","random","2064a6ce-7317-4d7f-bee8-4b689e8b78ec","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",3.581,"GPT-3",4,"Das Essen war in Ordnung.","2024-01-19T11:48:48.154860Z"
500,100.0,29554621,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:22:46.522260Z","random","d87b98a2-29aa-407f-920b-7ab75fdbded3","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",5.142,"GPT-3",4,"Das Essen war durchschnittlich.","2024-01-20T09:22:46.522277Z"
501,100.0,29500974,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:02:25.710519Z","random","10e4299e-066e-435b-8e1c-4cb040db2055","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.646,"GPT-3",4,"Das Essen war ausgezeichnet.","2024-01-19T12:02:25.710537Z"
502,100.0,29554623,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:22:55.303295Z","random","ec495c19-9ecd-4ab4-a5b6-7b266ab3cd8b","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":41,""text"":""Preise"",""start"":35,""labels"":[""PRICE-NEGATIVE""]}]","",7.893,"GPT-3",4,"Das Essen war in Ordnung, aber die Preise waren zu hoch.","2024-01-20T09:22:55.303310Z"
503,100.0,29500127,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:49:44.961175Z","random","6fe5a6d6-1663-42db-9946-59cb3fcbd199","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",1.443,"GPT-3",4,"Der Service war ausgezeichnet.","2024-01-19T11:49:44.961192Z"
504,100.0,29500774,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:58:45.545691Z","random","141df0d3-e175-4f44-9e95-3810818a532d","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.764,"GPT-3",4,"Das Essen war wirklich lecker.","2024-01-19T11:58:45.545711Z"
505,100.0,29554624,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:22:59.956395Z","random","e1fb950c-f31d-469d-92f5-28f99e48109a","","[{""end"":19,""text"":""empfehlenswert"",""start"":5,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.736,"GPT-3",4,"Sehr empfehlenswert.","2024-01-20T09:22:59.956414Z"
506,100.0,29552813,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T07:50:53.753170Z","random","dc2a38a0-2ea9-45cc-9c5e-921959bac2a1","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",3.513,"GPT-3",4,"Die Preise sind fair und angemessen.","2024-01-20T07:50:53.753187Z"
507,100.0,29500411,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:53:43.635168Z","random","2cbd2371-1c08-4955-bdda-1d98eb7896b7","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.564,"GPT-3",4,"Der Service war durchschnittlich.","2024-01-19T11:53:43.635189Z"
508,100.0,29554628,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T09:23:25.695884Z","random","4917e70a-9f77-49a3-9f8f-56c1f8f90a84","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":34,""text"":""Preis"",""start"":29,""labels"":[""PRICE-NEGATIVE""]},{""end"":62,""text"":""Service"",""start"":55,""labels"":[""SERVICE-NEGATIVE""]}]","",24.733,"GPT-3",4,"Das Essen war nicht gut, der Preis war zu hoch und der Service war schlecht.","2024-01-20T09:23:25.695902Z"
